University,Faculty name,Year of BS,University BS,State BS,Country BS,Category US BS,Year of MS,University MS,State MS,Country MS,Category US MS,Year of Phd,University Phd,State Phd,Country Phd,Category US Phd,Year of PostDoc,University PostDoc,State PostDoc,Country PostDoc,Category US PstDoc,Year Asst. Prof,Area,Category Area,University Asst. Prof,Category University (Rank),Citation,,,,,,RAW Data,RAW Data,RAW Data,RAW Data,RAW Data,,,,,
Princeton University,Christiane Fellbaum,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Edward Felten,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Adam Finkelstein,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Robert Fish,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Michael Freedman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Maia Ginsburg,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Tom Griffiths,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Aarti Gupta,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Elad Hazan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Felix Heide,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Kyle Jamieson,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Alan Kaplan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Brian Kernighan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Zachary Kincaid,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Gillat Kol,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Amit Levy,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Daniel Leyzberg,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Kai Li,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Xiaoyan Li,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Wyatt Lloyd,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Jérémie Lumbroso,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Margaret Martonosi,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Jonathan Mayer,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Christopher Moretti,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Soohyun Nam Liao,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Karthik Narasimhan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Arvind Narayanan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Larry Peterson,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Iasonas Petras,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Ben Raphael,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Ran Raz,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Jennifer Rexford,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Szymon Rusinkiewicz,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Olga Russakovsky,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Robert Schapire,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Robert Sedgewick,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Sebastian Seung,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Jaswinder Singh,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Mona Singh,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Robert Tarjan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Olga Troyanskaya,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,David Walker,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Kevin Wayne,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Matthew Weinberg,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Princeton University,Mark Zhandry,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Adam Klivans,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Harvard University - USA,MA,USA,1,2005,Algorithms & Theory,2,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Aloysius K. Mok,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,1983,Real-Time & Embedded Systems,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Anna Gal,,University of Chicago - USA,Chicago,USA,1,,University of Chicago - USA,Chicago,USA,1,,University of Chicago - USA,Chicago,USA,1,,,,,0,2012,Algorithms & Theory,2,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Brent Waters,,University of California - Los Angeles - USA,,Los Angeles - USA,0,,,,,0,,Princeton University - USA,,USA,1,,,,,0,2008,Security & Privacy,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Calvin Lin,,,,,0,,,,,0,,University of Washington - USA,,USA,1,,,,,0,,Programming Languages,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Chandrajit Bajaj,,Indian Institute of Technology - Delhi - India,,Delhi - India,0,,Cornell University - USA,NY,USA,1,,Cornell University - USA,NY,USA,1,,,,,0,1997,Graphics,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Don Batory,,Case Western Reserve University - USA,,USA,1,,Case Western Reserve University - USA,,USA,1,,University of Toronto - Canada,,Canada,0,,,,,0,1983,Databases,5,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Emmett Witchel,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2004,Operating Systems,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Eric Price,,,,,0,,,,,0,,Massachusetts Institute of Technology - USA,,USA,1,,University of California - Berkeley - USA,CA,Berkeley - USA,1,2014,Computer Education,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Etienne Vouga,,,,,0,,,,,0,,Columbia University - USA,,USA,1,,,,,0,2014,Graphics,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Greg Plaxton,,University of Toronto - Canada,,Canada,0,,,,,0,,Stanford University - USA,,USA,1,,,,,0,1997,Algorithms & Theory,2,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Isil Dillig,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,,,,0,2014,Programming Languages,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Jayadev Misra,,Indian Institute of Technology - Kanpur - India,,Kanpur - India,0,,,,,0,,Johns Hopkins University - USA,,USA,1,,,,,0,,Programming Languages,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Keshav Pingali,,Indian Institute of Technology - Kanpur - India,,Kanpur - India,0,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,,Programming Languages,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Kristen Grauman,,Boston College - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2007,Computer Vision,3,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Lorenzo Alvisi,,University of Bologna - Italy,,Italy,0,,Cornell University - USA,NY,USA,1,,Cornell University - USA,NY,USA,1,,,,,0,2007,Distributed & Parallel Computing,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Peter Stone,,University of Chicago - USA,Chicago,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,2002,Bioinformatics & Computational Biology,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Raymond Mooney,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,,,,0,1988,Natural Language & Speech,6,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Risto Miikkulainen,,,,,0,,Helsinki University of Technology - Aalto University - Finland,,Aalto University - Finland,0,,University of California - Los Angeles - USA,,Los Angeles - USA,1,,,,,0,2002,Bioinformatics & Computational Biology,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Vijaya Ramachandran,,Indian Institute of Science - Bangalore - India,,Bangalore - India,0,,Indian Institute of Science - Bangalore - India,,Bangalore - India,0,,Princeton University - USA,,USA,1,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,1989,Algorithms & Theory,2,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Scott Aaronson,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Sarah Abraham,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Yosi Atia,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Joshua Baer,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Dana Ballard,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Angela Beasley,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Joydeep Biswas,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,James Bornholt,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Robert Boyer,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,William Bulko,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Siddhartha Chatterjee,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Swarat Chaudhuri,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Kuan Cheng,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Nai-Hui Chia,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Vijay Chidambaram,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Eunsol Choi,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Alan Cline,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Shirley Cohen,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,William Cook,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Inderjit Dhillon,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Glenn Downing,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Greg Durrett,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,E. Allen Emerson,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Fares Fraij,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Don Fussell,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Ahmed Gheith,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Mohamed Gouda,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Hans Ulrich Grasemann,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Justin Hart,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Qixing Huang,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Warren Hunt Jr.,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Alexander Huth,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Akanksha Jain,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Chand John,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Stephen Keckler,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Philipp Krähenbühl,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Devdatta Kulkarni,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Simon Lam,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Karen Landolt,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Vladimir Lifschitz,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Han-Hsuan Lin,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Qiang Liu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Daniel P. Miranker,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Reuth Mirsky,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Shyamal Mitra,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,J Strother Moore,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Dana Moshkovitz,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Margaret Myers,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Scott Niekum,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Alison Norman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Gordon Novak,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Devangi Parikh,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Simon Peter,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Tina Peterson,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Bruce Porter,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Bill Press,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Melinda Price,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Chris Prosise,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Lili Qiu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Andrea Rocchetto,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Christopher Rossbach,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Michael Scott,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Hovav Shacham,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Supreeth Shastri,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Paul Toprac,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Cem Tutum,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Robert van de Geijn,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Field G. Van Zee,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Chunhao Wang,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,John Wright,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Xuesu Xiao,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Harel Yedidsion,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,William Young,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,Yuke Zhu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
University of Texas - Austin,David Zuckerman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
California Institute of Technology,Adam Wierman,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,2007,Operating Systems,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Alan H. Barr,,Rensselaer Polytechnic Institute - USA,NY,USA,1,,Rensselaer Polytechnic Institute - USA,NY,USA,1,,Indian Institute of Technology - Kanpur - India,,Kanpur - India,0,,,,,0,1984,Graphics,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Christopher Umans,,Williams College - USA,,USA,1,,,,,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,Microsoft Research - USA,,USA,1,2002,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Erik Winfree,,University of Chicago - USA,Chicago,USA,1,,,,,0,,California Institute of Technology - USA,,USA,1,,Princeton University - USA,NJ,USA,1,2000,Bioinformatics & Computational Biology,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Leonard J. Schulman,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,,Massachusetts Institute of Technology - USA,,USA,1,,,,,0,2000,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Mathieu Desbrun,,École Nationale Supérieure d'Informatique et de Mathématiques Appliquées de Grenoble - France,,France,0,,Institut National Polytechnique de Grenoble - France,,France,0,,Institut National Polytechnique de Grenoble - France,,France,0,,,,,0,1997,Graphics,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Peter Schroeder,,Technical University of Berlin - Germany,,Germany,0,,Massachusetts Institute of Technology - USA,MA,USA,1,,Princeton University - USA,NJ,USA,1,,,,,0,1995,Graphics,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Steven Low,,Cornell University - USA,NY,USA,1,,University of California - Berkeley - USA,,Berkeley - USA,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,2000,Networks & Communications,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Thomas Vidick,,École Normale Supérieure - France,,France,0,,University of Paris VII: Denis Diderot - France,,France,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,2014,Scientific Computing,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Venkat Chandrasekaran,,Rice University - USA,,USA,1,,,,,0,,Massachusetts Institute of Technology - USA,,USA,1,,,,,0,2012,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Yaser S. Abu-Mostafa,,Cairo University - Cairo - Egypt,,Cairo - Egypt,0,,Georgia Institute of Technology - USA,Atlanta,USA,1,,California Institute of Technology - USA,CA,USA,1,,,,,0,1983,Machine Learning & Pattern Recognition,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Yisong Yue,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,,,,0,,Cornell University - USA,,USA,1,,Carnegie Mellon University - USA,PA,USA,1,2014,Machine Learning & Pattern Recognition,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Aaron Ames,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Animashree (Anima) Anandkumar,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Katherine L. (Katie) Bouman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Oscar P. Bruno,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Joel W. Burdick,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,John Doyle,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Thomas Y. Hou,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Urmila Mahadev,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Matilde Marcolli,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Dan Meiron,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Richard M. Murray,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Houman Owhadi,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Lior Pachter,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Niles A. Pierce,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Andrew Stuart,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
California Institute of Technology,Joel A. Tropp,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,Edwin Olson,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2008,Artificial Intelligence,1,,2,,,,,,,,,,,,,,,,
University of Michigan,Gregory H. Wakefield,,University of Minnesota - Twin Cities - USA,,Twin Cities - USA,0,,University of Minnesota - Twin Cities - USA,,Twin Cities - USA,1,,University of Minnesota - Twin Cities - USA,,Twin Cities - USA,1,,,,,0,1992,Multimedia,,,2,,,,,,,,,,,,,,,,
University of Michigan,J. Alex Halderman,,Princeton University - USA,NJ,USA,1,,Princeton University - USA,NJ,USA,1,,Princeton University - USA,NJ,USA,1,,,,,0,2009,Security & Privacy,,,2,,,,,,,,,,,,,,,,
University of Michigan,Jason Flinn,,,,,0,,,,,0,,Carnegie Mellon University - USA,,USA,1,,,,,0,,Operating Systems,,,2,,,,,,,,,,,,,,,,
University of Michigan,Karem A. Sakallah,,American University - Beirut - Lebanon,,Beirut - Lebanon,0,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,1981,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
University of Michigan,Lingjia Tang,,Zhejiang University - Hangzhou - China,,Hangzhou - China,0,,University of Virginia - USA,Virginia,USA,1,,University of Virginia - USA,Virginia,USA,1,,,,,0,2013,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
University of Michigan,Mark S. Ackerman,,University of Chicago - USA,Chicago,USA,1,,Ohio State University - USA,,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2001,Human-Computer Interaction,,,2,,,,,,,,,,,,,,,,
University of Michigan,Michael J. Cafarella,,Brown University - USA,Rhode Island,USA,1,,University of Edinburgh - United Kingdom,,United Kingdom,0,,University of Washington - USA,,USA,1,,,,,0,2009,Databases,5,,2,,,,,,,,,,,,,,,,
University of Michigan,Satish Narayanasamy,,College of Engineering Guindy - Anna University - Chennai - India,,Anna University - Chennai - India,0,,University of California - San Diego - USA,,San Diego - USA,1,,University of California - San Diego - USA,,San Diego - USA,1,,,,,0,2008,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
